"StartDate","EndDate","Status","IPAddress","Progress","Duration..in.seconds.","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","LocationLatitude","LocationLongitude","DistributionChannel","UserLanguage","sex","age","educ","income","fruitsperday","vegsperday","ffq_veg_tomatoes","ffq_veg_stringbeans","ffq_veg_beans","ffq_veg_peas","ffq_veg_broccoli","ffq_veg_cauliflower","ffq_veg_cabbage","ffq_veg_carrot","ffq_veg_squash","ffq_veg_sweetpotatoes","ffq_veg_check6","ffq_veg_kale","ffq_veg_spinach","ffq_veg_lettuce","ffq_veg_celery","ffq_veg_peppers","ffq_veg_onions","ffq_veg_asparagus","ffq_veg_mushrooms","FFQ_F_grapes","ffq_fruit_bananas","ffq_fruit_canaloupe","ffq_fruit_avocado","ffq_fruit_apples","ffq_fruit_pears","ffq_fruit_oranges","ffq_fruit_grapefruit","ffq_fruit_check30","ffq_fruit_strawberries","ffq_fruit_blueberries","ffq_fruit_peaches","ffq_fruit_plums","ffq_time_First.Click","ffq_time_Last.Click","ffq_time_Page.Submit","ffq_time_Click.Count","e01","e02","e03","e04","e05","e06r","e07r","e08","check_2","m01","m02","m03","m04","m05","m06","m07r","check_7","comments","assignmentId","hitId","workerId","surv_time","surv_pay"
"2019-02-26 09:17:22","2019-02-26 09:22:09","0","da5876aa77b95f36","100","286","1","2019-02-26 09:22:10","R_a8AffAjty4MBSlr","","","","",40.69,-73.99,"anonymous","EN","0","34","4","5","0.25","1","6","2.5","6","1","6","6","1","2.5","1","2.5","6","2.5","1","2.5","1","1","16","1","1","1","2.5","1","1","1","1","2.5","1","30","1","1","1","1","3.036","39.301","40.302","46","4","4","5","4","2","2","3","2","2","3","6","2","6","3","5","1","7","no thank you","33LKR6A5KEKMEUSFOOG84NW3GHHT14","3S4TINXCC0N4SG7542IWS580JUKBOS","92993eb44a2c5bca","8","1.10"
"2019-02-26 09:13:04","2019-02-26 09:23:16","0","dab5b0e06ce5d882","100","611","1","2019-02-26 09:23:16","R_2wG3TbBcxqlIQeQ","","","","",41.69,44.83,"anonymous","EN","1","24","4","3","2","2","30","1","1","1","1","2.5","1","2.5","2.5","1","6","1","1","6","1","2.5","6","2.5","2.5","1","16","1","1","30","1","2.5","1","30","2.5","1","1","1","11.056","49.162","51.495","32","4","4","3","5","3","5","5","6","2","5","6","5","5","5","5","6","7","","3VBEN272MKZI3953H7WL154NGNMGS2","3S4TINXCC0N4SG7542IWS580JUKBOS","7386210415cbb02e","8","1.10"
"2019-02-26 09:20:54","2019-02-26 09:23:25","0","cc3c1679d8f5fa05","100","150","1","2019-02-26 09:23:25","R_ehqoie8gh5t6Zpv","","","","",37.75,-97.82,"anonymous","EN","0","25","4","4","0.5","0.5","1","1","2.5","1","2.5","1","1","2.5","1","1","6","2.5","2.5","1","2.5","1","16","1","6","1","16","1","1","1","1","2.5","1","30","2.5","2.5","2.5","1","1.404","22.18","22.624","31","2","6","5","2","5","1","1","5","2","3","5","1","6","5","1","1","7","","3TXMY6UCAEOT9HALNHBXGE47079QCD","3S4TINXCC0N4SG7542IWS580JUKBOS","efc8763f527f8bbf","8","1.10"
"2019-02-26 09:18:57","2019-02-26 09:24:17","0","05e50801b6fea7a1","100","319","1","2019-02-26 09:24:18","R_pLgwmJuRXXak5Tr","","","","",40.74,-73.99,"anonymous","EN","1","22","5","4","3","4","30","16","1","6","30","2.5","30","16","16","6","6","16","30","30","16","30","30","16","30","30","16","16","2.5","16","2.5","30","6","30","30","16","30","1","3.013","40.73","43.677","44","5","6","7","6","5","3","3","6","2","5","7","7","7","6","6","4","7","","3L0KT67Y8EGIP0Q3BDIR85BRLJCYSI","3S4TINXCC0N4SG7542IWS580JUKBOS","477d2e4a2ee9074f","8","1.10"
"2019-02-26 09:17:57","2019-02-26 09:24:19","0","0f128846f844ca58","100","382","1","2019-02-26 09:24:19","R_3CUxhANamrcyqke","","","","",19.44,-99.01,"anonymous","EN","0","37","4","4","3","3","6","6","6","6","1","1","2.5","2.5","6","2.5","6","2.5","2.5","6","1","2.5","16","1","1","2.5","6","2.5","6","6","6","6","1","30","2.5","2.5","2.5","2.5","2.509","41.055","43.619","26","6","2","4","6","6","6","2","7","2","6","6","4","4","7","5","6","7","none","3TUI152ZZBN9ME0N7KMDZILGWAIQ1N","3S4TINXCC0N4SG7542IWS580JUKBOS","4b5a0ba5431952b9","8","1.10"
"2019-02-26 09:00:45","2019-02-26 09:24:35","0","3c1a30693feb031b","100","1429","1","2019-02-26 09:24:36","R_z1OVagMW9vrcsGl","","","","",39.08,-84.45,"anonymous","EN","0","44","4","5","0.25","1.5","1","1","1","1","1","1","1","1","1","1","6","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1.126","15.887","16.489","28","4","6","4","3","4","3","5","5","2","4","3","4","5","5","5","4","7","","3I0BTBYZAXLIOR6R2BZ7YZ58QRTY0V","3S4TINXCC0N4SG7542IWS580JUKBOS","1d86888d3345624f","8","1.10"
"2019-02-26 09:19:15","2019-02-26 09:24:56","0","4279182e70cd4074","100","341","1","2019-02-26 09:24:57","R_2v1Hb6TbXyjndMs","","","","",42.37,-71.08,"anonymous","EN","0","21","3","3","2","3","1","1","2.5","2.5","6","1","1","2.5","1","1","6","1","1","6","1","1","1","1","1","2.5","1","1","1","6","1","1","1","30","6","6","1","1","3.862","98.124","100.907","14","4","4","6","4","6","5","5","6","2","6","5","4","6","6","5","5","7","","3ZWFC4W1UU70OU9VRYQYTAZFT63RFQ","3S4TINXCC0N4SG7542IWS580JUKBOS","6a97ec5d0d686d34","8","1.10"
"2019-02-26 09:20:46","2019-02-26 09:24:58","0","bd5bc39447de29c9","100","251","1","2019-02-26 09:24:58","R_2tmzI8PRCg9AzKD","","","","",40.8,-73.95,"anonymous","EN","0","38","4","6","3","3","2.5","2.5","2.5","1","30","16","2.5","2.5","2.5","1","6","2.5","16","6","1","1","1","6","16","2.5","30","2.5","2.5","30","1","30","1","30","1","30","1","1","2.765","31.606","32.882","26","2","7","7","7","7","5","3","7","2","4","4","7","1","7","4","7","7","","3KWTYT08703XJZLTG2GTLMZ3YK0L5B","3S4TINXCC0N4SG7542IWS580JUKBOS","57b449a03347c3e7","8","1.10"
"2019-02-26 09:03:23","2019-02-26 09:26:18","0","78605589843355cf","100","1374","1","2019-02-26 09:26:18","R_2f7KVZaQQaaS1iD","","","","",10.99,76.97,"anonymous","EN","1","38","6","4","2","3","30","6","6","16","6","16","30","6","30","6","6","16","30","16","6","30","6","16","30","2.5","6","16","30","6","30","6","2.5","30","16","2.5","6","16","45.417","80.922","81.888","32","5","6","6","5","6","2","2","5","2","6","5","5","7","5","5","2","7","Nice","3ND9UOO81K2RWI0DC332BMCGIH4WL3","3S4TINXCC0N4SG7542IWS580JUKBOS","4e78151762b48dad","8","1.10"
"2019-02-26 09:11:15","2019-02-26 09:26:21","0","d9b3fa5108289087","100","906","1","2019-02-26 09:26:21","R_BD2foSwE9STeNBD","","","","",11.35,77.73,"anonymous","EN","1","25","4","5","3","1.5","2.5","2.5","2.5","2.5","6","6","1","16","2.5","6","6","1","16","2.5","1","6","6","2.5","6","2.5","6","1","6","2.5","16","1","2.5","30","1","6","2.5","30","46.713","65.391","67.018","26","6","5","5","4","4","4","2","6","2","5","6","4","6","4","6","3","7","very nice","39PAAFCODM02068DV20XBB3J5LOVTV","3S4TINXCC0N4SG7542IWS580JUKBOS","5d51877b5c554ef5","8","1.10"
"2019-02-26 09:18:09","2019-02-26 09:26:43","0","5afa8dbe16e421b5","100","513","1","2019-02-26 09:26:43","R_2eRsSjlBshjITqp","","","","",28.93,-82.49,"anonymous","EN","1","45","4","1","1.5","2.5","6","2.5","6","2.5","2.5","1","2.5","2.5","2.5","1","6","1","1","2.5","1","2.5","2.5","1","1","2.5","6","2.5","1","1","1","2.5","1","30","2.5","2.5","1","1","1.732","27.941","31.472","28","4","5","6","5","4","4","4","5","2","5","5","5","5","4","4","5","7","","3TYCR1GOTCJVQD5INQN9AQ6YZJ8LZI","3S4TINXCC0N4SG7542IWS580JUKBOS","39984bb3ddce0e09","8","1.10"
"2019-02-26 09:20:53","2019-02-26 09:26:52","0","dda60af9c19d282e","100","359","1","2019-02-26 09:26:53","R_3FLloNHpgzzoIPx","","","","",15,-86.5,"anonymous","EN","1","25","4","5","4","2.5","1","2.5","1","6","6","16","1","16","2.5","6","6","2.5","16","6","2.5","1","2.5","16","1","1","2.5","2.5","6","2.5","2.5","6","16","30","2.5","2.5","6","6","4.101","34.549","47.051","26","3","5","4","6","4","3","3","6","2","6","5","5","4","4","7","3","7","very nice","3HUTX6F6VUNDQN53BBUNFW0L9FEO2U","3S4TINXCC0N4SG7542IWS580JUKBOS","3d1ac45bd14b6517","8","1.10"
"2019-02-26 09:19:32","2019-02-26 09:27:24","0","272ad3fe0d1ca3d7","100","472","1","2019-02-26 09:27:25","R_115ZAUw98trWo0D","","","","",11.65,78.17,"anonymous","EN","1","38","6","3","3","4","30","16","6","16","30","6","16","16","6","16","6","16","30","16","2.5","6","16","6","30","6","16","6","16","2.5","16","1","16","30","16","30","6","2.5","70.667","99.491","102.714","26","5","6","5","6","6","2","3","7","2","6","5","5","7","6","5","3","7","interesting study","3TR2532VIPUN7DX7I0ELXD0BQQ76JB","3S4TINXCC0N4SG7542IWS580JUKBOS","4d8307991d625768","8","1.10"
"2019-02-26 09:16:16","2019-02-26 09:27:43","0","8558c026e131dd9e","100","686","1","2019-02-26 09:27:44","R_2gH6vqiu1YZ8ziF","","","","",38.6,-90.01,"anonymous","EN","0","25","3","3","0.25","2","6","6","6","1","2.5","1","2.5","2.5","1","1","6","1","2.5","6","1","6","6","1","1","1","2.5","1","2.5","2.5","2.5","1","1","30","2.5","2.5","1","1","3.2","23.482","25.168","13","7","7","7","7","7","7","6","7","2","7","7","6","7","7","7","7","7","","3VW04L3ZLT61LCMS0R2COZLAYSKXXJ","3S4TINXCC0N4SG7542IWS580JUKBOS","a63c223a9610a08c","8","1.10"
"2019-02-26 09:22:50","2019-02-26 09:28:00","0","cd4432e2ed4ca793","100","309","1","2019-02-26 09:28:00","R_blxpcJ19577nBG9","","","","",40.39,-111.85,"anonymous","EN","1","32","4","4","2","2","2.5","1","2.5","2.5","6","1","2.5","2.5","1","1","6","1","6","6","2.5","2.5","6","1","1","2.5","6","1","1","16","2.5","6","1","30","2.5","2.5","2.5","1","15.6","21.296","51.15","4","6","6","5","5","5","7","5","3","2","6","6","3","5","5","5","6","7","","35GCEFQ6I5OEA9FTHKJ9E4CHZXI3ZN","3S4TINXCC0N4SG7542IWS580JUKBOS","2ded06d053a48a64","8","1.10"
"2019-02-26 09:23:08","2019-02-26 09:28:18","0","ce93acc2cb6bd421","100","310","1","2019-02-26 09:28:18","R_2z7UcFRBhRHsaBg","","","","",41.92,-88.14,"anonymous","EN","0","46","4","5","2","1","1","1","2.5","2.5","6","6","1","6","1","1","6","6","6","16","1","1","2.5","1","1","1","16","1","1","16","2.5","2.5","1","30","1","1","1","1","1.988","30.06","30.672","26","4","6","5","5","5","5","3","4","2","5","5","3","5","5","4","2","7","","3HRMW88U16QIUAHDJ8BW44I1HHFM0T","3S4TINXCC0N4SG7542IWS580JUKBOS","7477a7cab264132d","8","1.10"
"2019-02-26 09:16:47","2019-02-26 09:28:20","0","bad16c7b5ca97d10","100","692","1","2019-02-26 09:28:20","R_ZsgpnlyQTueEeLD","","","","",24.9,67.08,"anonymous","EN","0","29","4","3","1.5","2.5","6","1","6","2.5","1","2.5","6","16","2.5","2.5","6","1","2.5","6","2.5","6","16","1","2.5","1","16","1","1","6","6","16","2.5","30","16","16","1","2.5","0","0","27.003","0","6","5","6","6","5","3","5","7","2","6","5","5","6","5","6","6","7","","3TE3O857308GN0XJ33BR9R5QK2YR26","3S4TINXCC0N4SG7542IWS580JUKBOS","c38b57f72dfa5d90","8","1.10"
"2019-02-26 09:25:47","2019-02-26 09:28:24","0","5557c5ec3e576391","100","157","1","2019-02-26 09:28:24","R_3FOkS9K5HLTPQHn","","","","",33.63,-112.21,"anonymous","EN","0","70","2","1","1.5","1.5","16","1","1","1","2.5","1","2.5","6","1","1","6","2.5","1","6","2.5","1","1","1","1","2.5","6","1","2.5","1","1","2.5","1","30","6","1","1","1","1.008","22.763","23.283","28","6","7","5","7","5","5","5","6","2","5","4","5","4","5","5","6","7","n","32XVDSJFPZXPQKKRYVFANSBGEFZM2D","3S4TINXCC0N4SG7542IWS580JUKBOS","4dc0b7aa24d569aa","8","1.10"
"2019-02-26 09:22:20","2019-02-26 09:28:27","0","cf00c05020130c34","100","367","1","2019-02-26 09:28:28","R_3rZKuTLIpdkjwwa","","","","",36.12,-115.09,"anonymous","EN","1","32","3","3","0.25","0.25","2.5","1","2.5","1","6","1","6","2.5","1","2.5","6","1","1","1","2.5","1","2.5","1","2.5","1","6","1","2.5","1","1","1","6","30","1","1","1","1","3.344","30.664","32.747","30","3","3","2","3","3","5","3","3","2","2","1","3","5","2","2","2","7","","386PBUZZXFX5QY0E54KNMWI8GLVJLV","3S4TINXCC0N4SG7542IWS580JUKBOS","74e895bf09181fb4","8","1.10"
"2019-02-26 09:19:36","2019-02-26 09:28:28","0","6882ab50ef1229e8","100","531","1","2019-02-26 09:28:28","R_1ov9Wpsd8wuXE9Y","","","","",47.26,-122.5,"anonymous","EN","1","33","6","3","3","3","6","1","6","6","6","6","6","6","6","1","6","1","6","6","1","6","6","6","6","6","6","1","1","6","1","6","1","30","1","1","1","1","12.095","25.774","34.14","8","2","2","3","3","2","6","6","3","2","3","6","2","6","3","3","3","7","no","3VZLGYJEYLAQQ7M719QXLK1L6SIXZG","3S4TINXCC0N4SG7542IWS580JUKBOS","990bab11f7dd5321","8","1.10"
"2019-02-26 09:25:43","2019-02-26 09:30:21","0","ad0d015e5559448c","100","277","1","2019-02-26 09:30:21","R_uxdpuFibYt9nqOB","","","","",40.44,-80,"anonymous","EN","0","31","4","3","5","4","6","6","6","2.5","16","1","1","6","16","2.5","6","16","2.5","16","1","16","6","6","16","16","16","2.5","2.5","2.5","30","1","2.5","6","2.5","2.5","6","2.5","1.664","57.411","58.576","34","6","5","6","6","7","4","2","7","2","6","7","7","5","5","6","2","7","In this survey is very interesting.","3YZ8UPK3VTML1AH24QV2QF1W3SFUCM","3S4TINXCC0N4SG7542IWS580JUKBOS","d9aa67ca83990649","8","1.10"
"2019-02-26 09:28:11","2019-02-26 09:31:28","0","61f8346ec5fc1a36","100","197","1","2019-02-26 09:31:29","R_3smCzEqI6PcRG70","","","","",27.89,-82.51,"anonymous","EN","1","30","3","4","4","3","16","1","1","2.5","6","6","6","6","6","6","6","2.5","2.5","2.5","2.5","6","16","30","6","16","16","2.5","2.5","6","30","6","6","16","2.5","16","16","30","1.566","20.88","21.913","26","5","5","6","6","6","3","3","5","2","4","5","4","6","4","6","4","7","none ","369J354OFDADGB76AUTI008VYYQ6G7","3S4TINXCC0N4SG7542IWS580JUKBOS","c38640a43ce048b2","8","1.10"
"2019-02-26 09:25:29","2019-02-26 09:32:20","0","93f5e2bd917f1156","100","411","1","2019-02-26 09:32:20","R_ym9gdD4vIvgDsat","","","","",10.99,76.97,"anonymous","EN","1","32","4","1","3","5","1","2.5","6","16","2.5","2.5","1","16","30","1","6","1","30","6","2.5","1","6","16","30","2.5","16","1","6","16","6","16","30","30","2.5","16","6","30","36.62","158.291","189.545","29","7","7","7","7","6","2","3","5","2","5","4","4","3","6","5","2","7","this is very good survey.","31Q0U3WYDPFZGWV8BLD7ZR4LRKR171","3S4TINXCC0N4SG7542IWS580JUKBOS","2c4e8937c0e347cd","8","1.10"
"2019-02-26 09:23:04","2019-02-26 09:32:21","0","5557c5ec3e576391","100","557","1","2019-02-26 09:32:22","R_8AqKD8pJZxqlGlb","","","","",33.63,-112.21,"anonymous","EN","1","35","4","1","0.25","6","1","1","1","1","30","1","1","30","1","1","6","1","1","1","1","1","30","1","1","1","1","1","1","1","1","1","1","30","1","1","1","1","0.864","11.493","12.972","4","6","7","6","7","7","5","6","7","2","6","7","4","5","7","7","7","7","n","3YWRV122CSZJP7RPNEFXOT5DD1UU8G","3S4TINXCC0N4SG7542IWS580JUKBOS","9492bfc146b7e369","8","1.10"
"2019-02-26 09:21:50","2019-02-26 09:33:06","0","33ebe56a33de9169","100","675","1","2019-02-26 09:33:06","R_1rcbNuednNqFVfV","","","","",33.11,-117.07,"anonymous","EN","1","50","4","5","1.5","1","1","1","1","1","2.5","2.5","2.5","2.5","1","1","6","6","1","2.5","1","1","2.5","1","2.5","2.5","30","1","6","6","2.5","2.5","1","30","2.5","6","1","1","6.875","44.12","51.489","27","3","5","5","4","5","5","4","4","2","5","5","3","4","5","6","5","7","Coincidentally, my family was just talking about trying to eat more vegetables in our diet, this past weekend. Because everyone is so busy, and spoilage is a factor, we decided that at a very minimum, we'd try to pick up ready-made salads that were tasty and still fairly nutritious (Trader Joe's!). It's not a perfect solution, but perhaps a step in the right direction. :)","37W3JXSD668BWH7CVISS5UECRW8WYV","3S4TINXCC0N4SG7542IWS580JUKBOS","6ab7f56a1d7b1226","8","1.10"
"2019-02-26 09:30:40","2019-02-26 09:34:29","0","eedbbb56857518d3","100","228","1","2019-02-26 09:34:30","R_1o2doDpGmMwbxtG","","","","",41.1,-80.76,"anonymous","EN","0","33","3","6","2","3","2.5","2.5","6","2.5","6","2.5","16","30","16","2.5","6","2.5","2.5","30","2.5","6","30","2.5","1","30","30","1","1","6","6","2.5","2.5","30","1","2.5","1","1","0.703","37.142","39.065","31","6","5","5","5","5","2","4","5","2","6","6","6","4","6","6","2","7","","3X73LLYYQ1EZNS89THXHNB6I8ORNHW","3S4TINXCC0N4SG7542IWS580JUKBOS","6989c1ca4f6aea2a","8","1.10"
"2019-02-26 09:30:53","2019-02-26 09:35:26","0","33c41b394b39fc96","100","272","1","2019-02-26 09:35:26","R_2P7hnlV02Vamunv","","","","",30.44,-97.63,"anonymous","EN","0","43","4","5","2","3","6","2.5","2.5","2.5","6","6","16","16","6","16","6","6","16","16","6","6","16","2.5","2.5","2.5","6","2.5","6","30","16","6","1","30","6","16","2.5","2.5","2.066","27.835","28.803","32","6","7","7","6","6","6","2","6","2","6","6","6","6","6","6","5","5","","3KJYX6QCM9B8M3C8J8MT95GA7JXJVE","3S4TINXCC0N4SG7542IWS580JUKBOS","37f3bbe5693dd320","8","1.10"
"2019-02-26 09:25:50","2019-02-26 09:35:33","0","2090cbc3366b87a5","100","582","1","2019-02-26 09:35:33","R_1joVlx5KEopr7QK","","","","",40.96,-74.16,"anonymous","EN","0","55","2","4","2.5","2.5","1","6","1","2.5","6","1","1","2.5","1","2.5","6","16","1","16","16","1","6","2.5","2.5","1","16","1","1","16","1","2.5","1","30","2.5","2.5","1","1","1.647","43.752","45.28","28","5","6","6","6","6","5","3","6","2","5","6","6","6","6","6","3","7","Thanks, some months,days and weeks I eat more or less of those too","388U7OUMF719RQU5OG7DQ3CBN4F0RW","3S4TINXCC0N4SG7542IWS580JUKBOS","557cc19d7c173926","8","1.10"
"2019-02-26 09:32:30","2019-02-26 09:36:20","0","b561068f8d25b457","100","229","1","2019-02-26 09:36:20","R_AjIycHhGQvub1Qt","","","","",28.93,-81.93,"anonymous","EN","1","21","4","3","0.5","0.25","1","1","2.5","2.5","2.5","1","1","2.5","1","1","6","1","1","1","1","2.5","2.5","1","2.5","1","1","1","1","2.5","1","2.5","1","30","1","1","1","1","2.414","24.596","25.385","27","3","3","5","3","2","5","2","2","2","1","1","1","2","2","1","3","7","Have a great day!","3DUZQ9U6SMO1L6VY62V7167X32AVS6","3S4TINXCC0N4SG7542IWS580JUKBOS","a03278456354ae46","8","1.10"
"2019-02-26 09:23:49","2019-02-26 09:36:31","0","7734f238d0b2e7fa","100","762","1","2019-02-26 09:36:31","R_3MM8srGoyNLNdug","","","","",36.18,-86.8,"anonymous","EN","1","39","4","5","2","3","2.5","1","1","1","1","2.5","1","1","2.5","2.5","6","1","1","6","1","2.5","2.5","6","1","16","30","1","6","6","1","2.5","1","30","6","16","1","1","15.238","43.135","43.807","28","3","5","6","5","5","5","5","5","2","6","6","6","5","6","5","5","7","","3RRCEFRB7MC3A7VHBK8P2RXKMURB49","3S4TINXCC0N4SG7542IWS580JUKBOS","5453f8d0339e5e90","8","1.10"
"2019-02-26 09:34:43","2019-02-26 09:38:50","0","3e26bb73a3fc6988","100","247","1","2019-02-26 09:38:50","R_ZgSZAi69jXF4u6B","","","","",28.6,-81.35,"anonymous","EN","0","57","3","2","1","2","6","2.5","6","1","6","2.5","2.5","6","2.5","1","6","2.5","6","2.5","2.5","2.5","16","2.5","6","1","2.5","1","2.5","2.5","1","6","2.5","30","6","6","2.5","1","2.053","37.325","38.244","26","4","6","6","5","6","4","3","4","2","5","5","5","5","6","4","4","7","Best of luck in your studies.","3VHHR074H3HC63ZC4VVQJ6DZPQVL7Q","3S4TINXCC0N4SG7542IWS580JUKBOS","d98b84573a6a3aac","8","1.10"
"2019-02-26 09:34:08","2019-02-26 09:38:57","0","846b8fe12779f911","100","288","1","2019-02-26 09:38:57","R_22ytdabyqhmAHor","","","","",40.03,-81.58,"anonymous","EN","0","37","4","3","0.5","2","6","1","1","1","2.5","2.5","1","2.5","1","1","6","1","1","16","6","1","6","1","1","2.5","16","1","1","2.5","1","1","1","30","2.5","1","1","1","2.622","33.364","33.885","27","2","5","4","2","3","5","4","3","2","3","5","5","5","5","2","2","7","No but thank you","3X4JMASXCM9MBJDGSJLNQO775IBB0T","3S4TINXCC0N4SG7542IWS580JUKBOS","c171ee735a5b2ec4","8","1.10"
"2019-02-26 09:34:45","2019-02-26 09:39:53","0","304a100a7ac226c3","100","307","1","2019-02-26 09:39:54","R_3KNHAE0OsqqogQO","","","","",42.37,-83.13,"anonymous","EN","0","38","6","4","5","4","6","16","2.5","2.5","16","2.5","1","16","6","2.5","2.5","6","6","2.5","6","16","16","16","30","16","2.5","6","6","6","6","6","2.5","2.5","16","30","2.5","6","5.5","29.179","29.874","27","5","6","6","7","6","2","1","6","2","5","6","6","7","5","6","2","7","THE SURVEY IS VERY NICE","37C0GNLMHF3A4RXF84SAUF5YL6A6DX","3S4TINXCC0N4SG7542IWS580JUKBOS","a5b6ef4d3f6977c6","8","1.10"
"2019-02-26 09:36:09","2019-02-26 09:40:07","0","18b20afea0861df0","100","238","1","2019-02-26 09:40:08","R_2CIGlfVSAT5QAva","","","","",36.77,-90.42,"anonymous","EN","0","23","3","4","0.25","2.5","6","1","2.5","2.5","16","2.5","1","16","1","1","6","1","1","16","1","6","16","1","6","6","16","1","1","1","1","1","1","30","2.5","1","2.5","1","1.616","37.302","37.965","33","4","6","5","5","5","5","4","6","2","2","7","3","6","6","7","2","7","","39LNWE0K4UWCED32W0RO1IZRGXZIUC","3S4TINXCC0N4SG7542IWS580JUKBOS","aac160b51a6d07d2","8","1.10"
"2019-02-26 09:38:26","2019-02-26 09:40:46","0","d843ff0920ffa2fc","100","140","1","2019-02-26 09:40:46","R_2VQHM0l8aB1xrfw","","","","",37.76,-122.49,"anonymous","EN","1","30","4","2","1.5","1.5","2.5","2.5","2.5","1","1","1","1","2.5","1","1","6","1","1","1","1","1","1","1","1","1","1","1","16","6","6","1","1","30","1","1","1","1","0.823","23.69","27.215","31","5","4","4","3","4","4","3","3","2","4","4","4","5","3","5","4","7","No. Good Luck in your study","3KB8R4ZV1E7JMNO16LAQBGUNCZ0BGW","3S4TINXCC0N4SG7542IWS580JUKBOS","a4cc0aadf151b078","8","1.10"
"2019-02-26 09:28:09","2019-02-26 09:42:06","0","4b977aed6a69f4c1","100","837","1","2019-02-26 09:42:06","R_3nDy1jiqZAoM11b","","","","",39.34,-76.68,"anonymous","EN","0","53","3","3","1","3","6","1","16","1","6","6","2.5","6","6","1","6","1","6","6","2.5","2.5","16","1","1","1","2.5","1","6","2.5","2.5","2.5","2.5","30","1","1","1","1","3.087","36.202","37.239","26","2","7","6","5","4","5","2","5","2","6","7","3","5","7","6","5","7","","3MH9DQ757WCYIMX76CRLG6MB1K7GUI","3S4TINXCC0N4SG7542IWS580JUKBOS","5dd4fada78356ae7","8","1.10"
"2019-02-26 09:38:25","2019-02-26 09:44:47","0","2ab3000307b6eff8","100","381","1","2019-02-26 09:44:47","R_1IRG3TpCUAvNzE2","","","","",36.09,-80.32,"anonymous","EN","-1","40","4","3","1","1","1","1","1","6","6","1","1","6","1","1","6","1","2.5","1","1","6","6","1","1","1","2.5","1","1","2.5","1","1","1","30","6","6","2.5","2.5","5.627","39.283","44.507","28","3","4","4","3","3","6","3","2","2","1","4","1","2","1","3","4","7","","345LHZDEDXSXOALJBXK1XCX2XF33UY","3S4TINXCC0N4SG7542IWS580JUKBOS","ee935ca5fe78b49f","8","1.10"
"2019-02-26 09:32:05","2019-02-26 09:45:50","0","74e2f28f46296513","100","825","1","2019-02-26 09:45:51","R_2S8rYwpJNAD4MyD","","","","",34.03,-117.94,"anonymous","EN","1","50","4","1","2","4","30","6","30","6","6","6","16","16","1","2.5","6","6","6","30","30","16","30","1","2.5","1","30","1","1","30","1","16","1","30","1","16","6","1","9.252","87.346","90.648","26","3","3","3","5","6","5","5","5","2","6","6","6","6","6","6","6","7","I am a whole-food, plant-based ""vegan"". I think you should maybe ask that at the start so your data can be better collated. Just for the record, the single most important thing a person can do to reduce their risk of chronic disease and improve their health almost immediately is to eat less animal products and processed food. Getting more exercise is the second biggest thing they can do. The biggest health problem in a America is propaganda from the food industry. thanks and good luck with your research.","3IGI0VL647K9F9UWXUS77K3JKA5ONL","3S4TINXCC0N4SG7542IWS580JUKBOS","9632c0b1c148bf10","8","1.10"
"2019-02-26 09:42:14","2019-02-26 09:46:29","0","01c0720ac34dd752","100","254","1","2019-02-26 09:46:29","R_2wcx7TfVjpzXZCH","","","","",40.26,-76.86,"anonymous","EN","1","22","2","3","2","3","1","1","1","6","2.5","1","1","1","1","1","6","1","1","16","1","1","16","1","16","16","6","1","1","6","1","6","1","30","1","1","6","1","7.298","28.12","28.34","27","4","4","5","3","3","5","4","5","2","5","4","2","3","2","5","3","7","","30BXRYBRP4XPAMHNLIO4JUJ9106WH7","3S4TINXCC0N4SG7542IWS580JUKBOS","35c088fe18a5abb7","8","1.10"
